prim_track,nsegsum,shower_max,max_pid,shower_start
412643.0,4,1,1,10000
412645.0,6,2,29,29
412721.0,4,1,1,10000
412722.0,4,1,1,10000
412723.0,9,2,5,5
412724.0,8,2,5,5
412732.0,3,1,1,10000
412739.0,8,2,28,28
412850.0,4,1,1,10000
412851.0,4,1,1,10000
412857.0,4,1,1,10000
412866.0,4,1,1,10000
412867.0,8,2,32,32
412869.0,4,1,1,10000
412870.0,12,3,33,30
412871.0,3,1,1,10000
412899.0,4,1,1,10000
412900.0,4,1,1,10000
412901.0,4,1,1,10000
412902.0,4,1,1,10000
412913.0,9,2,30,30
412914.0,4,1,1,10000
412915.0,3,1,1,10000
412916.0,4,1,1,10000
412917.0,2,1,1,10000
412998.0,8,2,7,7
412999.0,4,1,2,10000
413004.0,8,2,1,1
413016.0,4,1,1,10000
413017.0,10,3,1,1
413018.0,12,3,3,1
413020.0,2,1,1,10000
413024.0,8,2,1,1
413054.0,4,1,1,10000
413055.0,4,1,1,10000
413056.0,4,1,1,10000
413060.0,4,1,2,10000
413120.0,2,1,1,10000
413128.0,4,1,1,10000
413129.0,2,1,1,10000
413130.0,4,1,1,10000
413131.0,4,1,1,10000
413133.0,4,1,1,10000
413143.0,4,1,1,10000
413144.0,4,1,1,10000
413145.0,2,1,1,10000
413146.0,2,1,1,10000
413147.0,7,2,19,19
413160.0,6,2,5,5
413161.0,4,1,1,10000
413162.0,12,3,1,1
413163.0,12,3,1,1
413164.0,4,1,1,10000
413165.0,12,3,3,1
413167.0,11,2,6,6
413206.0,3,1,1,10000
413224.0,3,1,1,10000
413225.0,3,1,1,10000
413227.0,12,3,32,13
413228.0,4,1,1,10000
413229.0,8,2,1,1
413230.0,8,2,1,1
413231.0,4,1,1,10000
413233.0,2,1,1,10000
413234.0,11,3,28,28
413254.0,4,1,3,10000
413255.0,4,1,1,10000
413256.0,4,1,1,10000
413264.0,13,3,42,14
413265.0,9,2,28,28
413266.0,12,3,42,24
413267.0,9,2,23,23
413269.0,4,1,1,10000
413271.0,4,1,1,10000
413291.0,8,2,6,6
413292.0,4,1,1,10000
413293.0,6,2,1,1
413294.0,4,1,1,10000
413360.0,4,1,1,10000
413362.0,4,1,1,10000
413384.0,6,2,1,1
413385.0,4,1,1,10000
413386.0,4,1,1,10000
413387.0,4,1,1,10000
413388.0,2,1,1,10000
413389.0,4,1,1,10000
413390.0,8,2,1,1
413391.0,4,1,1,10000
413392.0,3,1,1,10000
413393.0,4,1,1,10000
413394.0,2,1,1,10000
413396.0,4,1,2,10000
413421.0,4,1,1,10000
413422.0,4,1,1,10000
413423.0,4,1,1,10000
413424.0,2,1,1,10000
413425.0,4,1,1,10000
413427.0,2,1,1,10000
413484.0,4,1,1,10000
413495.0,4,1,1,10000
413496.0,8,2,20,20
413498.0,4,1,1,10000
413514.0,2,1,1,10000
413515.0,4,1,1,10000
413516.0,4,1,1,10000
413536.0,7,2,1,1
413537.0,8,2,1,1
413538.0,4,1,1,10000
413540.0,5,2,1,1
413541.0,8,2,1,1
413548.0,10,2,3,3
413549.0,4,1,1,10000
413550.0,4,1,1,10000
413551.0,8,2,1,1
413552.0,4,1,1,10000
413633.0,4,1,1,10000
413634.0,4,1,1,10000
413635.0,57,13,13,5
413636.0,3,1,1,10000
413641.0,12,3,39,22
413642.0,8,2,1,1
413643.0,7,2,1,1
413644.0,8,2,39,39
413645.0,8,2,28,28
413657.0,4,1,1,10000
413658.0,4,1,1,10000
413681.0,3,1,1,10000
413682.0,4,1,1,10000
413690.0,4,1,1,10000
413691.0,4,1,1,10000
413692.0,6,2,1,1
413693.0,6,2,1,1
413720.0,4,1,1,10000
413721.0,4,1,1,10000
413722.0,4,1,1,10000
413723.0,4,1,1,10000
413724.0,5,2,2,2
413797.0,15,3,7,3
413798.0,15,3,6,1
413799.0,4,1,1,10000
413800.0,4,1,1,10000
413801.0,15,3,6,1
413802.0,4,1,1,10000
413813.0,4,1,1,10000
413829.0,7,2,22,22
413830.0,4,1,1,10000
413831.0,2,1,1,10000
413832.0,37,9,20,1
413833.0,67,12,20,1
413894.0,7,2,10,10
413895.0,4,1,1,10000
413928.0,7,2,39,39
413929.0,4,1,1,10000
413945.0,9,2,12,12
413946.0,4,1,1,10000
413947.0,7,2,15,15
413949.0,4,1,1,10000
413950.0,4,1,1,10000
413969.0,4,1,1,10000
413970.0,3,1,1,10000
413971.0,4,1,1,10000
413977.0,4,1,1,10000
413992.0,7,2,8,8
413995.0,4,1,1,10000
414054.0,5,2,1,1
414055.0,4,1,1,10000
414056.0,6,2,1,1
414057.0,4,1,1,10000
414058.0,12,3,3,1
414061.0,4,1,1,10000
414073.0,11,3,1,1
414074.0,14,3,6,1
414075.0,4,1,1,10000
414076.0,9,3,1,1
414078.0,4,1,1,10000
414079.0,4,1,1,10000
414080.0,4,1,1,10000
414081.0,4,1,1,10000
414084.0,3,1,1,10000
414102.0,4,1,1,10000
414103.0,4,1,1,10000
414104.0,4,1,1,10000
414106.0,4,1,1,10000
414170.0,3,1,1,10000
414171.0,4,1,1,10000
414185.0,4,1,1,10000
414186.0,4,1,1,10000
414187.0,2,1,1,10000
414188.0,4,1,1,10000
414202.0,7,2,8,8
414203.0,3,1,1,10000
414207.0,4,1,1,10000
414225.0,3,1,1,10000
414226.0,4,1,1,10000
414227.0,9,2,37,37
414237.0,4,1,1,10000
414238.0,4,1,1,10000
414239.0,4,1,1,10000
414240.0,4,1,1,10000
414309.0,4,1,1,10000
414311.0,4,1,3,10000
414316.0,4,1,1,10000
414321.0,2,1,1,10000
414322.0,6,2,1,1
414323.0,4,1,3,10000
414328.0,4,1,1,10000
414330.0,4,1,1,10000
414351.0,4,1,1,10000
414352.0,4,1,1,10000
414353.0,3,1,1,10000
414354.0,4,1,1,10000
414411.0,3,1,1,10000
414413.0,2,1,1,10000
414434.0,4,1,1,10000
414435.0,4,1,1,10000
414453.0,4,1,1,10000
414454.0,7,2,1,1
414455.0,7,2,1,1
414508.0,4,1,1,10000
414509.0,4,1,1,10000
414510.0,10,3,1,1
414511.0,9,3,1,1
414512.0,10,3,1,1
414513.0,4,1,1,10000
414514.0,4,1,1,10000
414515.0,4,1,1,10000
414516.0,4,1,1,10000
414525.0,12,3,9,5
414527.0,4,1,1,10000
414528.0,4,2,5,5
414538.0,3,1,1,10000
414539.0,2,1,1,10000
414555.0,12,3,8,1
414557.0,2,1,1,10000
414559.0,2,1,1,10000
414563.0,4,1,1,10000
414581.0,4,1,1,10000
414583.0,4,1,1,10000
414584.0,4,1,3,10000
414630.0,4,1,1,10000
414636.0,4,1,1,10000
414637.0,9,2,3,3
414639.0,8,2,5,5
414640.0,3,1,2,10000
414650.0,4,1,1,10000
414651.0,3,1,1,10000
414653.0,4,1,1,10000
414654.0,4,1,1,10000
414681.0,4,1,1,10000
414682.0,4,1,1,10000
414683.0,4,1,1,10000
414684.0,4,1,1,10000
414685.0,2,1,1,10000
414687.0,4,1,1,10000
414743.0,2,1,1,10000
414744.0,2,1,1,10000
414745.0,3,1,1,10000
414746.0,4,1,1,10000
414748.0,4,1,1,10000
414749.0,4,1,1,10000
414761.0,3,1,1,10000
414762.0,4,1,1,10000
414763.0,2,1,1,10000
414784.0,4,1,1,10000
414796.0,4,1,1,10000
414797.0,7,2,24,24
414863.0,3,1,1,10000
414869.0,3,1,1,10000
414875.0,4,1,1,10000
414886.0,4,1,1,10000
414887.0,4,1,3,10000
414895.0,2,1,1,10000
414913.0,7,2,2,2
414915.0,8,2,2,2
414955.0,60,16,15,1
414956.0,4,1,1,10000
414967.0,4,1,1,10000
414968.0,4,1,1,10000
414969.0,3,1,1,10000
414970.0,4,1,1,10000
414973.0,4,1,1,10000
415003.0,4,1,1,10000
415004.0,4,1,1,10000
415005.0,7,2,1,1
415006.0,4,1,1,10000
415008.0,4,1,1,10000
415009.0,4,1,1,10000
415086.0,7,2,4,4
415090.0,7,2,1,1
415094.0,4,1,1,10000
415113.0,4,1,1,10000
415128.0,4,1,1,10000
415129.0,3,1,1,10000
415131.0,3,1,1,10000
415144.0,4,1,1,10000
415160.0,11,2,4,4
415161.0,7,2,2,2
415163.0,4,1,1,10000
415164.0,4,1,1,10000
415223.0,3,1,1,10000
415224.0,4,1,1,10000
415231.0,2,1,1,10000
415236.0,6,2,19,19
415237.0,7,2,1,1
415238.0,4,1,1,10000
415239.0,8,2,11,11
415243.0,4,1,3,10000
415245.0,4,1,1,10000
415246.0,3,1,1,10000
415273.0,4,1,1,10000
415274.0,2,1,1,10000
415275.0,8,2,1,1
415276.0,2,1,1,10000
415338.0,8,2,1,1
415349.0,5,2,2,2
415352.0,8,2,1,1
415354.0,5,2,1,1
415365.0,2,1,1,10000
415366.0,3,1,1,10000
415397.0,3,1,1,10000
415398.0,2,1,1,10000
415399.0,5,2,1,1
415400.0,3,1,1,10000
415401.0,6,2,1,1
415402.0,3,1,1,10000
415406.0,6,2,1,1
415466.0,3,1,1,10000
415467.0,4,1,1,10000
415473.0,3,1,1,10000
415477.0,4,1,1,10000
415479.0,4,1,1,10000
415483.0,3,1,1,10000
415505.0,4,1,1,10000
415507.0,4,1,1,10000
415509.0,4,1,1,10000
415512.0,5,2,1,1
415568.0,3,1,1,10000
415573.0,7,2,6,6
415593.0,4,1,1,10000
415595.0,2,1,1,10000
415596.0,3,1,1,10000
415657.0,3,1,1,10000
415658.0,7,2,28,28
415661.0,4,1,1,10000
415673.0,3,1,1,10000
415675.0,6,2,31,31
415693.0,4,1,1,10000
415704.0,6,2,1,1
415706.0,4,1,1,10000
415707.0,3,1,1,10000
415797.0,3,1,1,10000
415812.0,4,1,1,10000
415813.0,4,1,1,10000
415814.0,3,1,1,10000
415815.0,3,1,1,10000
415848.0,4,1,1,10000
415849.0,4,1,1,10000
415909.0,8,2,15,15
415915.0,4,1,1,10000
415916.0,4,1,1,10000
415917.0,4,1,1,10000
415950.0,4,1,1,10000
415951.0,4,1,1,10000
416025.0,4,1,1,10000
427203.0,4,1,1,10000
427205.0,4,1,1,10000
427234.0,8,2,7,7
427235.0,8,2,8,8
427236.0,4,1,1,10000
427287.0,4,1,1,10000
427288.0,4,1,1,10000
427309.0,4,1,3,10000
427320.0,4,1,1,10000
427321.0,8,2,1,1
427322.0,4,1,1,10000
427384.0,4,1,1,10000
427401.0,4,1,1,10000
427407.0,4,1,1,10000
427435.0,7,2,2,2
427449.0,7,2,10,10
427450.0,3,2,1,1
427451.0,10,2,39,39
427465.0,4,1,1,10000
427490.0,4,2,1,1
427491.0,4,1,1,10000
427492.0,9,2,28,28
427505.0,4,1,1,10000
427506.0,4,1,1,10000
427508.0,4,1,1,10000
427509.0,4,1,1,10000
427533.0,2,1,1,10000
427534.0,4,1,1,10000
427540.0,8,2,37,37
427574.0,4,1,1,10000
427576.0,4,1,1,10000
427577.0,4,1,1,10000
427578.0,8,2,33,33
427579.0,9,2,28,28
427581.0,4,1,1,10000
427582.0,4,1,1,10000
427609.0,4,1,1,10000
427612.0,2,1,1,10000
427618.0,4,1,1,10000
427619.0,4,1,1,10000
427620.0,4,1,2,10000
427621.0,4,1,1,10000
427622.0,3,1,1,10000
427625.0,4,1,1,10000
427628.0,4,1,1,10000
427642.0,4,1,1,10000
427673.0,2,1,1,10000
427674.0,4,1,1,10000
427675.0,8,2,23,23
427695.0,4,1,1,10000
427696.0,9,2,5,5
427697.0,7,2,8,8
427698.0,10,2,33,33
427711.0,7,3,1,1
427712.0,6,3,1,1
427713.0,7,3,1,1
427714.0,4,1,1,10000
427716.0,4,1,1,10000
427740.0,4,1,1,10000
427741.0,7,2,2,2
427742.0,4,1,1,10000
427743.0,3,1,4,10000
427744.0,4,1,1,10000
427745.0,5,2,1,1
427748.0,2,1,1,10000
427758.0,4,1,1,10000
427759.0,2,1,1,10000
427761.0,3,1,1,10000
427762.0,4,1,1,10000
427764.0,8,2,31,31
427791.0,7,2,2,2
427792.0,2,1,1,10000
427793.0,6,2,1,1
427794.0,13,3,40,10
427795.0,2,1,1,10000
427796.0,7,2,8,8
427799.0,4,1,2,10000
427821.0,4,2,2,2
427826.0,5,2,1,1
427827.0,4,1,1,10000
427828.0,2,1,1,10000
427843.0,8,2,1,1
427844.0,4,1,1,10000
427845.0,6,2,41,41
427846.0,9,2,3,3
427847.0,8,2,1,1
427848.0,4,1,1,10000
427849.0,4,1,1,10000
427851.0,4,1,1,10000
427870.0,4,1,1,10000
427875.0,3,1,1,10000
427876.0,4,1,1,10000
427879.0,4,1,1,10000
427882.0,4,1,1,10000
427892.0,6,2,1,1
427893.0,8,2,1,1
427894.0,8,2,1,1
427896.0,9,2,26,26
427921.0,4,1,1,10000
427922.0,4,1,1,10000
