evtID,trkID,segnum,PID,pdgID,X,Y,Z,TX,TY,E
100162,260,7,0,11,-15049.845,26997.371,188501.5,0.0014040773,-0.008478329,2.3794584
100162,260,7,1,11,-15046.3,26990.982,189928.5,0.0033898083,-0.005602688,2.3794584
100162,260,7,3,11,-15039.282,26978.537,192782.5,0.0050671687,-0.0042072036,2.3794584
100162,260,7,4,11,-15027.676,26973.502,194209.48,0.007485956,-0.007523895,2.3794584
100162,260,7,5,11,-15019.678,26963.986,195636.48,0.0067856074,-0.001460742,2.3794584
100162,260,7,6,11,-15009.383,26957.994,197063.48,0.0018241863,-0.007003874,2.3794584
100162,260,7,7,11,-15009.76,26949.945,198490.5,-0.008265947,-0.0071645114,2.3794584
100210,326,5,0,11,-4049.3936,12522.672,188501.5,-0.012750091,0.009039433,200.0
100210,326,5,1,11,-4055.4539,12528.866,189928.5,-0.004462478,0.0040558884,1.8718482
100210,326,5,2,11,-4053.7031,12542.304,191355.5,0.0033829375,0.014231633,1.8718482
100210,326,5,3,11,-4057.6487,12563.877,192782.5,-0.0029031578,0.016049681,1.8718482
100210,326,5,4,11,-4064.0383,12582.591,194209.48,-0.010631294,0.012007856,1.8718482
100826,1363,11,0,-11,-15016.04,25203.9,188501.5,0.004176773,0.0019471904,7.996618
100826,1363,11,1,-11,-15007.813,25207.383,189928.5,0.0063996315,0.0024378418,7.996618
100826,1363,11,2,-11,-14995.689,25213.113,191355.5,0.0101198675,0.0054679257,7.996618
100826,1363,11,3,-11,-14983.744,25219.338,192782.5,0.007368552,-0.0021484687,7.996618
100826,1363,11,4,-11,-14972.448,25212.867,194209.48,0.012140958,-0.006290208,7.996618
100826,1363,11,5,-11,-14952.173,25210.592,195636.48,0.012595805,0.00014129978,7.996618
100826,1363,11,6,-11,-14932.473,25211.182,197063.48,0.0128086675,0.0035657207,7.996618
100826,1363,11,7,-11,-14908.121,25217.543,198490.5,0.016488273,0.004989548,7.996618
100826,1363,11,8,-11,-14879.894,25226.285,199917.5,0.020437233,0.007058064,7.996618
100826,1363,11,9,-11,-14842.518,25235.477,201344.5,0.03028173,0.0049793236,7.996618
100826,1363,11,10,-11,-14804.486,25243.812,202771.5,0.022013685,0.011859883,7.996618
100922,1519,3,0,-11,-8954.347,16310.136,188501.5,0.00095338793,0.003759336,7.291583
100922,1519,3,1,-11,-8954.007,16308.182,189928.5,-0.00012847286,-0.0015565658,7.291583
100922,1519,3,2,-11,-8951.755,16306.933,191355.5,0.0033052254,-0.0040937555,7.291583
100089,377,4,1,11,-7367.8774,22765.889,189928.5,0.0022421088,-0.01006449,200.0
100089,377,4,2,11,-7361.2886,22759.857,191355.5,0.007152743,-0.00055312546,1.8212907
100089,377,4,3,11,-7354.5337,22750.912,192782.5,0.0063393023,-0.010985217,1.8212907
100089,377,4,4,11,-7338.4067,22750.77,194209.48,0.017343737,0.0054489425,1.8212907
100116,957,3,2,-11,-7189.075,27376.727,191355.5,-0.006476857,-0.045024965,0.5343005
100116,957,3,3,-11,-7214.376,27317.969,192782.5,-0.022468802,-0.040963512,0.5343005
100116,957,3,4,-11,-7246.017,27259.246,194209.48,-0.028113874,-0.047223736,0.5343005
100598,5208,7,2,11,-14779.633,16280.045,191355.5,-0.005762454,-0.003909964,1.096829
100598,5208,7,3,11,-14778.707,16272.2705,192782.5,7.587248e-05,-0.00068692456,200.0
100598,5208,7,6,11,-14761.036,16281.928,197063.48,0.013064757,0.005143135,1.1770325
100598,5208,7,7,11,-14739.3955,16297.17,198490.5,0.019222809,0.015891595,1.1770325
100598,5208,7,8,11,-14719.71,16318.262,199917.5,0.009281381,0.014875911,1.1770325
100598,5208,7,9,11,-14703.848,16343.825,201344.5,0.01620941,0.022148134,1.1770325
100598,5208,7,10,11,-14685.469,16369.58,202771.5,0.0063766656,0.018988283,1.1770325
100641,5537,3,2,-11,-2512.6162,26141.475,191355.5,-0.007347135,-0.019681754,1.6114407
100641,5537,3,3,-11,-2522.6965,26119.154,192782.5,-0.0069974363,-0.014058019,1.6114407
100641,5537,3,4,-11,-2530.2126,26099.186,194209.48,-0.007508835,-0.016130634,1.6114407
100857,7608,4,2,11,-15278.339,20453.871,191355.5,-0.013792659,0.0049186237,7.987431
100857,7608,4,3,11,-15289.685,20467.09,192782.5,0.00018721231,0.00869175,7.987431
100857,7608,4,4,11,-15286.412,20481.129,194209.48,0.0039098966,0.009588943,7.987431
100857,7608,4,5,11,-15278.166,20492.49,195636.48,0.0042217383,0.005205782,7.987431
100930,8336,3,2,11,-9618.302,15010.098,191355.5,-0.017171325,0.01164304,0.62698585
100930,8336,3,3,11,-9650.829,15032.986,192782.5,-0.031337216,0.012262452,0.62698585
100930,8336,3,4,11,-9693.461,15042.34,194209.48,-0.03217477,0.007682706,0.62698585
100155,2675,3,3,11,-17432.807,15471.644,192782.5,0.002523031,-0.036724236,3.4390428
100155,2675,3,4,11,-17426.248,15416.089,194209.48,0.005270815,-0.04198728,3.4390428
100155,2675,3,5,11,-17427.78,15364.48,195636.48,0.0017222496,-0.034075934,3.4390428
100225,3960,4,3,11,-3929.1064,26005.77,192782.5,-0.0036919848,-0.006664845,1.9761709
100225,3960,4,4,11,-3931.6697,25995.312,194209.48,-0.0030143755,-0.0063294647,1.9761709
100225,3960,4,5,11,-3932.1472,25984.51,195636.48,0.008812889,-0.006222501,1.9761709
100225,3960,4,6,11,-3912.2625,25975.7,197063.48,0.017340424,-0.004456718,1.9761709
100291,5136,4,3,11,-11359.122,16256.499,192782.5,9.9044926e-05,0.0075865276,4.156637
100291,5136,4,4,11,-11357.824,16265.246,194209.48,0.0009992179,0.0052173045,4.156637
100291,5136,4,5,11,-11353.362,16272.079,195636.48,0.0049779443,0.008024557,4.156637
100291,5136,4,6,11,-11341.329,16278.434,197063.48,0.011390587,0.0019098667,4.156637
100301,5231,3,3,11,-17663.44,24243.959,192782.5,-0.0017658755,-0.008181325,1.8320428
100301,5231,3,4,-11,-17659.611,24241.49,194209.48,0.009444201,-0.00078504655,1.3729813
100301,5231,3,5,11,-17645.959,24230.006,195636.48,0.016741673,-0.010905854,0.7980816
100537,9107,4,3,11,-2230.6416,13762.325,192782.5,0.0030239106,-0.011587742,1.655679
100537,9107,4,4,11,-2225.4285,13743.889,194209.48,0.0037488006,-0.016822465,1.655679
100537,9107,4,6,11,-2214.113,13701.006,197063.48,0.003985022,-0.014371624,1.655679
100537,9107,4,7,11,-2209.4,13671.572,198490.5,-0.0012792578,-0.02276636,1.655679
100537,9117,4,3,11,-2229.0105,13756.999,192782.5,-0.0040538223,-0.010875325,0.9657515
100537,9117,4,4,11,-2221.2285,13733.6875,194209.48,0.014960785,-0.015996346,0.9657515
100537,9117,4,5,11,-2202.53,13719.942,195636.48,0.009766235,-0.002485983,0.9657515
100537,9117,4,6,11,-2182.4946,13717.081,197063.48,0.014782963,0.0047651534,0.9657515
100803,14192,5,3,11,-16734.455,28528.27,192782.5,0.017460387,0.0045153517,0.8100646
100803,14192,5,4,11,-16700.732,28528.832,194209.48,0.029230608,-0.0075010573,0.8100646
100803,14192,5,5,11,-16662.002,28522.756,195636.48,0.020915117,-0.010447654,0.8100646
100803,14192,5,6,11,-16639.375,28506.436,197063.48,0.014262749,-0.011916904,0.8100646
100803,14192,5,7,11,-16626.348,28491.205,198490.5,-0.002003304,-0.006386741,0.8100646
100922,16337,5,3,-11,-8950.529,16310.716,192782.5,0.0136744175,-0.009823723,14.892343
100922,16337,5,4,-11,-8940.256,16304.931,194209.48,0.00019565008,-0.004466795,7.291583
100922,16337,5,5,-11,-8942.364,16297.416,195636.48,-0.0050650877,-0.009735104,7.291583
100922,16337,5,6,-11,-8953.373,16283.463,197063.48,-0.013279766,-0.0066187438,7.291583
100922,16337,5,7,-11,-8971.041,16270.748,198490.5,-0.013308054,-0.0044986084,7.291583
100160,4951,3,4,11,-4141.201,14867.437,194209.48,-0.019999092,0.005838721,82.46585
100160,4951,3,5,11,-4168.8447,14873.914,195636.48,-0.01681509,0.004224476,82.46585
100160,4951,3,6,11,-4192.115,14872.762,197063.48,-0.017656004,-0.0036549608,82.46585
100162,5101,3,4,11,-15052.952,27014.852,194209.48,-0.0047259764,0.036404025,0.42921343
100162,5101,3,5,11,-15047.95,27076.447,195636.48,0.0049884594,0.044214614,0.42921343
100162,5101,3,6,11,-15039.878,27137.883,197063.48,-0.0025083842,0.048235394,0.42921343
100537,16283,3,4,-11,-2237.9175,13774.842,194209.48,-0.0060652946,0.00555407,3.8516262
100537,16283,3,5,-11,-2246.6382,13778.425,195636.48,-0.002295692,-0.002814153,3.8516262
100537,16283,3,6,-11,-2254.0005,13775.277,197063.48,-0.011198287,-0.005569918,3.8516262
100537,16308,3,4,-11,-2225.5945,13771.808,194209.48,0.00355259,0.0021122915,15.049108
100537,16308,3,5,-11,-2223.3118,13777.368,195636.48,-0.0051581576,0.009196002,15.049108
100537,16308,3,6,-11,-2226.5664,13796.992,197063.48,0.0039635296,0.009445492,15.049108
100640,19352,3,4,-11,-16768.121,16898.13,194209.48,-0.011082095,0.0011224863,1.0198433
100640,19352,3,5,-11,-16786.656,16899.309,195636.48,-0.01573451,0.00048083914,1.0198433
100640,19352,3,6,-11,-16806.21,16904.479,197063.48,-0.01457202,0.0034885372,1.0198433
100852,26035,3,4,11,-7991.433,26556.588,194209.48,0.006814045,0.010179984,3.2590282
100852,26035,3,5,11,-7968.3394,26563.863,195636.48,0.023583682,0.0022305218,3.2590282
100852,26035,3,6,11,-7927.5664,26567.834,197063.48,0.031091977,0.006558586,3.2590282
100155,7397,4,5,11,-17434.146,15489.288,195636.48,-0.008074299,-0.0077524274,0.7592299
100155,7397,4,6,11,-17433.76,15476.912,197063.48,0.009703764,-0.0054420033,0.7592299
100155,7397,4,7,11,-17424.684,15463.662,198490.5,0.005628446,-0.012808794,0.7592299
100155,7397,4,8,11,-17422.314,15450.206,199917.5,-0.007899912,-0.008156011,0.7592299
100160,7634,4,5,-11,-4117.027,14863.5,195636.48,0.01432399,-0.001476037,18.945637
100160,7634,4,6,-11,-4105.349,14855.275,197063.48,0.0022478134,-0.01063833,0.33087867
100160,7634,4,7,-11,-4110.289,14843.064,198490.5,-0.006506979,-0.005609021,11.016081
100160,7634,4,8,-11,-4111.582,14822.922,199917.5,0.00032680723,-0.0220584,11.016081
100160,7662,3,5,-11,-4116.4297,14865.331,195636.48,-0.0025297499,0.009080557,1.3861176
100160,7662,3,6,-11,-4118.8726,14885.808,197063.48,-0.010782463,0.01573875,1.3861176
100160,7662,3,7,-11,-4138.871,14906.256,198490.5,-0.020182641,0.013757247,1.3861176
100162,7788,4,5,-11,-15059.147,27002.223,195636.48,-0.0035762382,-0.008675636,3.8985827
100162,7788,4,6,11,-15061.977,26992.428,197063.48,-0.003023491,-0.011771635,0.26417643
100162,7788,4,9,11,-15075.556,26956.982,201344.5,-0.0030452642,-0.0063314764,0.95435786
100162,7788,4,10,11,-15083.971,26945.193,202771.5,-0.0052803527,-0.014568223,0.95435786
100225,346,8,0,11,-3940.6638,26013.857,188501.5,0.00056069694,0.00032636756,200.0
100225,346,8,1,11,-3940.847,26014.143,189928.5,0.0023013814,-0.0006224384,33.66653
100225,346,8,2,11,-3941.209,26014.096,191355.5,0.0015097046,0.0014442744,23.038893
100225,346,8,3,-11,-3941.0466,26014.227,192782.5,0.0033912738,-0.0035748046,13.146323
100225,346,8,5,-11,-3943.0317,26019.96,195636.48,-0.0029454185,0.004242418,0.34090608
100225,346,8,6,11,-3955.4583,26017.205,197063.48,-0.00788501,-0.0004221204,23.038893
100225,346,8,7,11,-3965.8801,26010.305,198490.5,-0.0099148145,-0.0069174133,23.038893
100225,346,8,8,11,-3983.7905,25992.867,199917.5,-0.012181179,-0.01560261,23.038893
100291,14345,4,5,11,-11364.696,16256.061,195636.48,0.0001467529,0.0077138445,0.7855933
100291,14345,4,6,11,-11375.856,16261.515,197063.48,-0.016181111,0.006256397,0.7855933
100291,14345,4,7,11,-11402.403,16280.295,198490.5,-0.014573104,0.01588885,0.7855933
100291,14345,4,8,11,-11425.411,16311.124,199917.5,-0.014589392,0.029339703,0.7855933
100301,14643,3,5,11,-17651.943,24248.729,195636.48,0.009122381,0.0012193861,1.8320428
100301,14643,3,6,11,-17640.469,24247.82,197063.48,0.013290998,-0.0049225567,1.8320428
100301,14643,3,7,11,-17619.77,24240.113,198490.5,0.006362768,-0.0027565022,1.8320428
100325,15812,3,5,11,-10796.796,24791.732,195636.48,0.010157822,0.030614449,0.6168867
100325,15812,3,6,11,-10786.55,24840.336,197063.48,0.012431289,0.034919925,0.6168867
100325,15812,3,7,11,-10762.797,24885.559,198490.5,0.019780628,0.02863967,0.6168867
100325,15859,3,5,-11,-10807.149,24765.275,195636.48,0.013379799,0.0036544558,2.375867
100325,15859,3,6,-11,-10786.678,24770.87,197063.48,0.014297745,0.0022367176,2.375867
100325,15859,3,7,-11,-10766.652,24771.277,198490.5,0.016241968,0.0008579697,2.375867
100325,15880,3,5,11,-10814.135,24774.064,195636.48,0.005206974,-0.010098577,0.55930823
100325,15880,3,6,11,-10804.993,24751.277,197063.48,0.0036445777,-0.013415918,0.666252
100325,15880,3,7,11,-10801.816,24724.943,198490.5,0.0051834425,-0.017257147,0.666252
100400,19167,3,5,-11,-11214.816,19773.322,195636.48,-0.00955121,-0.008001265,1.0441611
100400,19167,3,6,-11,-11230.822,19763.227,197063.48,-0.009337586,-0.011917301,1.0441611
100400,19167,3,7,-11,-11250.69,19754.945,198490.5,-0.010458257,-0.0009901285,1.0441611
100448,730,8,0,11,-6981.402,17092.988,188501.5,0.00029238223,-0.0013554143,200.0
100448,730,8,1,11,-6981.0576,17093.17,189928.5,0.00088001613,-0.0008842639,200.0
100448,730,8,2,11,-6979.662,17091.947,191355.5,0.0036394123,-0.0030069242,3.0588226
100448,730,8,3,11,-6977.541,17088.938,192782.5,0.0015015516,-0.0059431195,3.0588226
100448,730,8,4,11,-6978.663,17084.52,194209.48,0.000611819,0.0017099095,3.0588226
100448,730,8,5,11,-6970.232,17094.037,195636.48,0.009174282,0.008604489,3.0588226
100448,730,8,6,11,-6959.919,17102.96,197063.48,0.0095298635,0.0012455331,3.0588226
100448,730,8,7,11,-6943.647,17111.838,198490.5,0.011974549,0.010538145,3.0588226
100537,25975,3,5,11,-2228.7346,13757.978,195636.48,0.0007874767,-0.007986426,2.3153565
100537,25975,3,6,11,-2232.375,13744.41,197063.48,-0.0060958494,-0.0067547527,2.3153565
100537,25975,3,7,11,-2247.843,13728.767,198490.5,-0.014121805,-0.014191479,2.3153565
100598,964,7,0,11,-14777.547,16281.595,188501.5,-0.0020939638,0.0016793716,200.0
100598,964,7,1,-11,-14777.232,16280.888,189928.5,-0.00147088,-7.364153e-05,66.2179
100598,964,7,2,11,-14776.43,16282.422,191355.5,6.0447615e-05,0.0004911958,12.375362
100598,964,7,3,11,-14776.739,16285.932,192782.5,0.0029079474,0.005162058,12.375362
100598,964,7,4,-11,-14773.018,16288.566,194209.48,-0.0014559189,-0.0024014984,0.3498147
100598,964,7,5,11,-14768.384,16296.691,195636.48,0.009246288,0.010273394,1.0834346
100598,964,7,6,11,-14747.684,16313.306,197063.48,0.020760596,0.006662338,12.375362
100890,43630,3,5,-11,-7967.109,17533.006,195636.48,0.014737316,0.006332684,2.9192312
100890,43630,3,6,-11,-7943.5996,17537.564,197063.48,0.019391872,-0.001417602,2.9192312
100890,43630,3,7,-11,-7914.8403,17535.129,198490.5,0.01456656,-0.0002991912,2.9192312
100930,45712,3,5,-11,-9587.307,15040.473,195636.48,-0.016944824,0.021060577,5.086628
100930,45712,3,6,-11,-9607.625,15072.905,197063.48,-0.01045972,0.023112752,5.086628
100930,45712,3,7,-11,-9621.277,15103.76,198490.5,-0.007329663,0.024793832,5.086628
100930,45719,3,5,-11,-9584.103,15007.488,195636.48,-0.024095934,-0.012640154,2.8187978
100930,45719,3,6,-11,-9613.024,15001.723,197063.48,-0.016560664,-0.00092677143,2.8187978
100930,45719,3,7,-11,-9628.698,14992.951,198490.5,-0.0062445165,-0.011034497,2.8187978
100930,45723,3,5,11,-9618.431,15049.423,195636.48,-0.007121737,0.0118107665,2.9156275
100930,45723,3,6,11,-9621.537,15074.37,197063.48,0.00064019917,0.024312561,2.9156275
100930,45723,3,7,11,-9620.553,15111.632,198490.5,0.0072106766,0.029134076,2.9156275
100155,10012,3,6,-11,-17403.42,15493.628,197063.48,-0.009904594,-0.01828767,0.90651125
100155,10012,3,7,-11,-17427.275,15473.988,198490.5,-0.019138936,-0.008657696,0.90651125
100155,10012,3,8,-11,-17447.566,15455.714,199917.5,-0.0054466603,-0.015839519,0.90651125
100160,10305,3,6,11,-4124.5425,14865.571,197063.48,-0.0012638608,0.010520809,1.1393638
100160,10305,3,7,11,-4124.509,14884.941,198490.5,0.0005641128,0.019067964,1.1393638
100160,10305,3,8,11,-4121.3687,14917.007,199917.5,0.009504292,0.026675887,1.1393638
100160,10314,4,6,11,-4113.528,14864.748,197063.48,0.0062733255,0.00096608174,42.52073
100160,10314,4,7,11,-4101.8945,14854.624,198490.5,0.015355272,-0.009693163,0.7298238
100160,10314,4,8,11,-4063.322,14846.462,199917.5,0.031862568,-0.005377145,0.7298238
100160,10314,4,9,11,-4008.2346,14832.579,201344.5,0.038996927,-0.01755857,0.7298238
100160,10343,3,6,11,-4120.795,14857.304,197063.48,-0.010155909,-0.008402494,1.2974291
100160,10343,3,7,-11,-4126.0376,14848.057,198490.5,0.0039764307,-0.007759505,0.6635191
100160,10343,3,8,-11,-4108.7197,14830.351,199917.5,0.01977278,-0.02139605,0.4301561
100162,10451,8,6,-11,-15039.25,26968.594,197063.48,-0.010493098,-0.017665125,0.8690931
100162,10451,8,9,11,-15070.071,26912.01,201344.5,-0.0012268302,-0.007665262,1.8482687
100162,10451,8,10,11,-15074.744,26901.008,202771.5,-0.0013174008,-0.008586818,1.8482687
100162,10451,8,11,11,-15081.804,26889.846,204198.5,-0.0055019497,-0.008312399,1.8482687
100162,10451,8,12,11,-15094.728,26874.797,205625.48,-0.013558105,-0.016373811,1.8482687
100162,10451,8,13,11,-15115.512,26851.748,207052.48,-0.014629889,-0.014874648,1.8482687
100162,10451,8,14,11,-15130.211,26825.281,208479.5,-0.008933694,-0.017029338,1.8482687
100162,10451,8,15,11,-15141.83,26806.844,209906.5,-0.013331369,-0.0119531145,1.8482687
100162,10510,6,6,-11,-15021.787,27011.871,197063.48,0.010050441,-0.0010629946,27.194515
100162,10510,6,7,-11,-15014.343,27010.502,198490.5,0.0010513441,0.0019982322,27.194515
100162,10510,6,8,-11,-15022.495,27017.656,199917.5,-0.007871038,0.004695145,27.194515
100162,10510,6,9,-11,-15035.158,27018.545,201344.5,-0.009414072,-0.0012724068,27.194515
100162,10510,6,10,-11,-15052.615,27009.695,202771.5,-0.016341077,-0.0053326157,27.194515
100162,10510,6,11,-11,-15077.031,27000.809,204198.5,-0.013692559,-0.01310105,27.194515
100162,10552,6,6,11,-15063.637,27023.227,197063.48,0.017783696,0.0012342053,0.13286741
100162,10552,6,7,11,-15046.417,27016.438,198490.5,0.012307514,-0.003214192,1.2447015
100162,10552,6,8,11,-15035.167,27010.842,199917.5,0.0031650378,-0.01322159,8.840257
100162,10552,6,9,11,-15022.428,26987.799,201344.5,0.013727695,-0.018411074,8.840257
100162,10552,6,10,11,-15000.086,26960.729,202771.5,0.016156992,-0.019806346,8.840257
100162,10552,6,11,11,-14982.226,26934.262,204198.5,0.0043869535,-0.019174697,8.840257
100162,10560,3,6,-11,-15056.134,26999.494,197063.48,-0.007533892,-0.007931806,1.0548884
100162,10560,3,7,-11,-15060.515,26976.043,198490.5,0.002076146,-0.027630515,1.0548884
100162,10560,3,8,-11,-15061.499,26947.355,199917.5,-0.0026789538,-0.015382908,1.0548884
100210,13928,4,6,11,-4081.2354,12507.7295,197063.48,-0.0063431426,-0.008731898,1.1129344
100210,13928,4,7,11,-4085.0493,12503.115,198490.5,0.002300286,0.0009090941,1.1129344
100210,13928,4,8,11,-4079.1836,12508.836,199917.5,-0.0010047591,0.0037933649,1.1129344
100210,13928,4,10,-11,-4079.6765,12525.345,202771.5,0.0035918083,0.0047247726,0.6153173
100288,19491,4,6,-11,-14448.414,23949.1,197063.48,0.0037865879,-0.009198268,2.7574487
100288,19491,4,7,-11,-14443.175,23940.645,198490.5,0.0009874728,-0.0061754426,2.7574487
100288,19491,4,8,-11,-14442.287,23924.744,199917.5,-0.00035960184,-0.016945371,2.7574487
100288,19491,4,9,-11,-14439.632,23902.082,201344.5,0.0025561564,-0.021218982,2.7574487
100325,5567,4,3,-11,-10807.734,24762.967,192782.5,6.039981e-05,-0.0069454764,5.0415354
100325,5567,4,4,-11,-10810.861,24764.06,194209.48,-0.003933399,0.0020554024,2.375867
100325,5567,4,6,11,-10815.743,24776.596,197063.48,0.0023207902,0.009127598,2.942477
100325,5567,4,7,-11,-10818.846,24787.225,198490.5,-0.0029925448,0.009294417,0.94673693
100400,26828,4,6,11,-11196.7295,19788.578,197063.48,0.0055515803,0.01562733,1.0835439
100400,26828,4,7,11,-11192.718,19822.252,198490.5,-0.0057363478,0.030864032,1.0835439
100400,26828,4,8,11,-11195.556,19879.697,199917.5,0.001539407,0.044833306,1.0835439
100400,26828,4,9,11,-11190.942,19941.559,201344.5,0.010929095,0.043202337,1.0835439
100448,29920,4,6,-11,-6981.1665,17093.719,197063.48,0.007969777,0.0120617105,1.7160094
100448,29920,4,7,11,-6977.9097,17102.746,198490.5,0.0039794296,0.00870632,0.8304566
100448,29920,4,8,11,-6965.668,17118.746,199917.5,0.009028513,0.007219676,0.8304566
100448,29920,4,9,-11,-6949.3687,17135.434,201344.5,0.009007703,0.014760705,0.34982207
100537,35945,3,6,-11,-2237.9172,13719.353,197063.48,-0.005732539,-0.00081968756,0.90593654
100537,35945,3,7,-11,-2243.4148,13711.284,198490.5,0.001361354,-0.0037325164,0.90593654
100537,35945,3,8,-11,-2228.1135,13702.134,199917.5,0.019207757,-0.013957613,0.90593654
100537,35976,3,6,-11,-2228.3062,13756.069,197063.48,0.0027855358,-0.011335881,2.2035525
100537,35976,3,7,-11,-2213.3403,13738.455,198490.5,0.015395265,-0.013995847,2.2035525
100537,35976,3,8,-11,-2183.7283,13725.341,199917.5,0.025728589,-0.0034749324,2.2035525
100640,43132,3,6,11,-16782.852,16890.965,197063.48,-0.009949909,-0.0047070878,1.8429501
100640,43132,3,7,11,-16791.139,16891.54,198490.5,-0.0012200064,0.003518641,1.8429501
100640,43132,3,9,-11,-16787.38,16890.455,201344.5,0.002519706,-0.0057274206,0.95574963
100641,43155,3,6,11,-2477.2456,26195.729,197063.48,0.015704151,0.00029015203,1.4958686
100641,43155,3,7,11,-2452.8457,26196.576,198490.5,0.022915188,0.0072410163,1.4958686
100641,43155,3,8,11,-2417.5266,26206.87,199917.5,0.028378272,-0.002939582,1.4958686
100833,56354,3,6,-11,-3604.4302,23429.555,197063.48,-0.014544208,0.022622995,0.86731607
100833,56354,3,7,-11,-3627.0735,23451.803,198490.5,-0.02349489,0.011997277,0.86731607
100833,56354,3,8,-11,-3661.0913,23479.389,199917.5,-0.027526002,0.019921953,0.86731607
100852,57823,3,6,11,-7986.315,26549.586,197063.48,-0.008709195,0.014861377,2.990808
100852,57823,3,7,11,-8007.323,26583.26,198490.5,-0.015102051,0.02821775,2.990808
100852,57823,3,8,11,-8028.7515,26619.57,199917.5,-0.012702517,0.018527932,2.990808
100857,58483,3,6,-11,-15296.956,20444.887,197063.48,-0.017485112,-0.016506568,5.7336807
100857,58483,3,7,-11,-15314.6,20420.346,198490.5,-0.007459536,-0.024007015,5.7336807
100857,58483,3,8,-11,-15329.292,20389.562,199917.5,-0.015337503,-0.014383804,5.7336807
100089,8382,4,7,11,-7357.3223,22781.152,198490.5,0.0075241732,0.010043575,0.809274
100089,8382,4,8,-11,-7335.379,22787.84,199917.5,0.022618195,-0.0021193435,0.6971654
100089,8382,4,9,-11,-7312.225,22783.98,201344.5,0.012542063,-0.005060792,0.6971654
100089,8382,4,10,-11,-7295.331,22776.34,202771.5,0.0108608985,0.00078821054,0.6971654
100155,14472,4,7,11,-17365.361,15500.561,198490.5,0.016602045,0.01664126,0.57023877
100155,14472,4,8,11,-17332.791,15535.763,199917.5,0.026751628,0.027851311,0.57023877
100155,14472,4,9,11,-17284.23,15563.549,201344.5,0.038737036,0.010684158,0.57023877
100155,14472,4,10,11,-17237.97,15581.3955,202771.5,0.032624736,0.010232137,0.3472599
100160,14945,3,7,-11,-4126.1,14866.72,198490.5,-0.019730864,-0.00077302044,0.5995818
100160,14945,3,8,-11,-4156.4688,14860.612,199917.5,-0.01967209,-0.0066534504,0.5995818
100160,14945,3,9,-11,-4178.812,14839.8,201344.5,-0.017412176,-0.015908783,0.5995818
100162,15261,4,7,11,-15064.273,27005.969,198490.5,-0.010360747,-0.0060370048,8.149445
100162,15261,4,8,11,-15082.928,26996.158,199917.5,-0.012958182,-0.002694204,8.149445
100162,15261,4,9,11,-15103.979,27000.922,201344.5,-0.012315228,0.0059270305,0.38329282
100162,15261,4,10,11,-15129.141,27010.266,202771.5,-0.026025807,7.9395904e-05,0.38329282
100288,27089,3,7,-11,-14461.654,23948.11,198490.5,-0.010817499,-0.0096722515,2.687311
100288,27089,3,8,-11,-14485.49,23935.707,199917.5,-0.02171368,-0.0070985337,2.687311
100288,27089,3,9,-11,-14517.306,23919.05,201344.5,-0.022435257,-0.016185049,2.687311
100288,27111,5,7,11,-14432.18,23976.03,198490.5,-0.0075087314,0.0073116715,0.5678757
100288,27111,5,8,11,-14444.327,23976.016,199917.5,-0.0045243492,-0.0071474523,0.5678757
100288,27111,5,10,-11,-14456.032,23952.375,202771.5,-0.0035800324,-0.012118037,2.8589275
100288,27111,5,11,-11,-14447.587,23925.828,204198.5,0.0134787215,-0.022023527,2.8589275
100288,27111,5,12,-11,-14428.111,23889.785,205625.48,0.016684638,-0.029411387,2.8589275
100325,30080,4,7,11,-10794.724,24774.777,198490.5,0.0028058984,0.0025327862,2.009743
100325,30080,4,8,11,-10789.746,24774.52,199917.5,0.0038965459,-0.00074300246,2.009743
100325,30080,4,9,11,-10784.798,24775.172,201344.5,0.0040847077,0.0033563927,2.009743
100325,30080,4,10,11,-10776.285,24775.982,202771.5,0.006245779,0.003326667,2.009743
100325,30200,3,7,11,-10734.309,24636.637,198490.5,-0.009346967,-0.02768236,16.573786
100325,30200,3,8,11,-10735.819,24592.201,199917.5,0.004132272,-0.028077032,16.573786
100325,30200,3,9,11,-10739.402,24559.156,201344.5,-0.0003675877,-0.022623139,16.573786
100537,50181,4,7,11,-2213.0798,13772.223,198490.5,0.012755869,0.019038405,1.1489989
100537,50181,4,8,11,-2187.8223,13795.42,199917.5,0.02095173,0.012139209,1.1489989
100537,50181,4,9,11,-2159.6372,13813.271,201344.5,0.023142604,0.014902001,1.1489989
100537,50181,4,10,11,-2123.426,13842.874,202771.5,0.024785612,0.029035911,1.1489989
100537,50293,3,7,11,-2270.9966,13782.674,198490.5,-0.019342178,0.0025475097,0.94761926
100537,50293,3,8,11,-2301.5938,13783.602,199917.5,-0.02625674,-0.006954391,0.94761926
100537,50293,3,9,11,-2345.815,13771.83,201344.5,-0.031082291,-0.015348171,0.94761926
100640,60031,3,7,-11,-16830.928,16890.578,198490.5,-0.020307781,-0.016605362,1.0198433
100640,60031,3,8,-11,-16850.455,16863.342,199917.5,-0.010563704,-0.013957517,1.0198433
100640,60031,3,9,11,-16876.102,16845.621,201344.5,-0.021108288,-0.008710393,0.0614158
100641,60096,3,7,11,-2498.8684,26193.957,198490.5,-9.329756e-05,0.019694062,0.4165662
100641,60096,3,8,11,-2497.8076,26220.158,199917.5,0.0011228839,0.013235913,0.4165662
